序号,企业名称,企业编号,建筑物名称,建筑物编号,车间名称,车间编号,工艺名称,工艺编号,采样点名称,采样点编号,最小值,最大值,低低设,低设,高设,高高设,类别,描述,x坐标,y坐标,高度,宽度,单位,测点
375,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1029液位,q0083p0279,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
376,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1030液位,q0083p0280,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
377,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1031液位,q0083p0281,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
378,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1032液位,q0083p0282,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
379,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1033液位,q0083p0283,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
380,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1034液位,q0083p0284,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
381,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1035液位,q0083p0285,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
382,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1036液位,q0083p0286,0,5600,0,0,5100,5100,重大危险源点位,,,,,,mm,
383,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1037液位,q0083p0287,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
384,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1038液位,q0083p0288,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
385,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1039液位,q0083p0289,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
386,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1040液位,q0083p0290,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
387,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1041液位,q0083p0291,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
388,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1042液位,q0083p0292,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
389,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1043液位,q0083p0293,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
390,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1044液位,q0083p0294,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
391,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1045液位,q0083p0295,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
392,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1046液位,q0083p0296,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
393,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1047液位,q0083p0297,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
394,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1048液位,q0083p0298,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
395,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1049液位,q0083p0299,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
396,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1050液位,q0083p0300,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
397,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1051液位,q0083p0301,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
398,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1052液位,q0083p0302,0,2800,0,0,2500,2500,重大危险源点位,,,,,,mm,
399,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1029温度,q0083p0303,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
400,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1030温度,q0083p0304,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
401,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1031温度,q0083p0305,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
402,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1032温度,q0083p0306,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
403,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1033温度,q0083p0307,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
404,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1034温度,q0083p0308,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
405,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1035温度,q0083p0309,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
406,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1036温度,q0083p0310,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
407,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1037温度,q0083p0311,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
408,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1038温度,q0083p0312,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
409,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1039温度,q0083p0313,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
410,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1040温度,q0083p0314,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
411,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1041温度,q0083p0315,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
412,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1042温度,q0083p0316,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
413,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1043温度,q0083p0317,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
414,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1044温度,q0083p0318,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
415,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1045温度,q0083p0319,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
416,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1046温度,q0083p0320,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
417,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1047温度,q0083p0321,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
418,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1048温度,q0083p0322,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
419,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1049温度,q0083p0323,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
420,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1050温度,q0083p0324,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
421,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1051温度,q0083p0325,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
422,新亚强硅化学股份有限公司（二厂）,q0083,罐组6-1,q0083b0039,罐组6-1,q0083w0039,,,V1052温度,q0083p0326,0,150,0,0,130,130,重大危险源点位,,,,,,℃,
