序号,企业名称,企业编号,建筑物名称,建筑物编号,车间名称,车间编号,工艺名称,工艺编号,采样点名称,采样点编号,最小值,最大值,低低设,低设,高设,高高设,类别,描述,x坐标,y坐标,高度,宽度,单位,测点
232,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1415-2,q0032p0234,0,80,0,0,30,40,工艺点位,,112,155,,,℃,tag1
233,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1416-1,q0032p0235,0,80,0,0,30,40,工艺点位,,265,205,,,℃,tag1
234,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1416-2,q0032p0236,0,80,0,0,30,40,工艺点位,,265,155,,,℃,tag1
235,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1417-1,q0032p0237,0,80,0,0,30,40,工艺点位,,418,205,,,℃,tag1
236,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1417-2,q0032p0238,0,80,0,0,30,40,工艺点位,,418,155,,,℃,tag1
237,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1418-1,q0032p0239,0,80,0,0,30,40,工艺点位,,567,205,,,℃,tag1
238,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1418-2,q0032p0240,0,80,0,0,30,40,工艺点位,,567,155,,,℃,tag1
239,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1419-1,q0032p0241,0,80,0,0,30,40,工艺点位,,720,205,,,℃,tag1
240,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1419-2,q0032p0242,0,80,0,0,30,40,工艺点位,,720,155,,,℃,tag1
241,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1420-1,q0032p0243,0,80,0,0,30,40,工艺点位,,870,205,,,℃,tag1
242,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1420-2,q0032p0244,0,80,0,0,30,40,工艺点位,,870,155,,,℃,tag1
243,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1421-1,q0032p0245,0,80,0,0,30,40,工艺点位,,1018,205,,,℃,tag1
244,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1421-2,q0032p0246,0,80,0,0,30,40,工艺点位,,1018,155,,,℃,tag1
245,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1422-1,q0032p0247,0,80,0,0,30,40,工艺点位,,112,60,,,℃,tag1
246,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1422-2,q0032p0248,0,80,0,0,30,40,工艺点位,,112,12,,,℃,tag1
247,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1423-1,q0032p0249,0,80,0,0,30,40,工艺点位,,265,60,,,℃,tag1
248,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1423-2,q0032p0250,0,80,0,0,30,40,工艺点位,,265,12,,,℃,tag1
249,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1424-1,q0032p0251,0,80,0,0,30,40,工艺点位,,418,60,,,℃,tag1
250,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1424-2,q0032p0252,0,80,0,0,30,40,工艺点位,,418,12,,,℃,tag1
251,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1425-1,q0032p0253,0,80,0,0,30,40,工艺点位,,590,60,,,℃,tag1
252,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1425-2,q0032p0254,0,80,0,0,30,40,工艺点位,,590,12,,,℃,tag1
253,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1426-1,q0032p0255,0,80,0,0,30,40,工艺点位,,720,60,,,℃,tag1
254,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1426-2,q0032p0256,0,80,0,0,30,40,工艺点位,,720,12,,,℃,tag1
255,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1427-1,q0032p0257,0,80,0,0,30,40,工艺点位,,870,60,,,℃,tag1
256,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1427-2,q0032p0258,0,80,0,0,30,40,工艺点位,,870,12,,,℃,tag1
257,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1428-1,q0032p0259,0,80,0,0,30,40,工艺点位,,1018,60,,,℃,tag1
258,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1428-2,q0032p0260,0,80,0,0,30,40,工艺点位,,1018,12,,,℃,tag1
259,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,PI1217,q0032p0060,0,0.2,0,0.05,0.15,0.2,工艺点位,,418,255,,,Mpa,tag1
260,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,供油压力,q0032p0295,0,16000,0,50,5500,11999,工艺点位,,695,30,,,mBar,tag1
261,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,供油温度,q0032p0296,0,300,0,25,250,275,工艺点位,,695,79,,,℃,tag1
262,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,分离器压力,q0032p0297,0,2000,0,25,1825,1850,工艺点位,,901,200,,,mBar,tag1
263,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,分离器汽温,q0032p0298,0,300,0,25,175,190,工艺点位,,901,340,,,℃,tag1
264,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,分离器液位,q0032p0299,0,3000,0,10,1850,1860,工艺点位,,901,300,,,mm,tag1
265,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,分离器液温,q0032p0300,0,300,0,25,175,190,工艺点位,,901,245,,,℃,tag1
266,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,压缩机出口压力,q0032p0301,0,2000,0,50,1900,1950,工艺点位,,800,60,,,mBar,tag1
267,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,压缩机出口温度,q0032p0302,0,300,0,50,250,300,工艺点位,,800,100,,,℃,tag1
268,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,压缩机进口压力,q0032p0303,0,2000,0,50,1800,1900,工艺点位,,1050,23,,,mBar,tag1
269,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,压缩机进口温度,q0032p0304,0,300,0,50,250,300,工艺点位,,1050,67,,,℃,tag1
270,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,原液罐液位,q0032p0305,0,3000,0,50,1900,1950,工艺点位,,244,580,,,mm,tag1
271,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,洗汽塔液位,q0032p0306,0,3000,0,25,50,90,工艺点位,,1050,160,,,mm,tag1
272,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,蒸汽压力,q0032p0307,0,2000,0,50,1900,1950,工艺点位,,1050,230,,,mBar,tag1
273,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,蒸汽温度,q0032p0308,0,300,0,50,200,250,工艺点位,,1050,310,,,℃,tag1
274,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,蒸馏水液位,q0032p0309,0,3000,0,50,2900,2950,工艺点位,,652,580,,,mm,tag1
275,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,轴封水压力,q0032p0310,0,2000,0,50,1900,1950,工艺点位,,316,47,,,mBar,tag1
276,新亚强硅化学股份有限公司（一厂）,q0032,污水处理站（一厂区）,q0032b0023,污水处理,q0032w0023,MVR蒸发,q0032s0002,调节罐PH,q0032p0311,0,14,0,1,13,14,工艺点位,,113,580,,,PH,tag1
277,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V600A温度 液氨,q0032p0275,0,60,0,5,55,60,重大危险源点位,,578,205,,,℃,tag1
278,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V600B温度 液氨备用,q0032p0276,0,60,0,5,55,60,重大危险源点位,,360,205,,,℃,tag1
279,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V601温度 一甲氨,q0032p0277,0,60,0,5,55,60,重大危险源点位,,810,185,,,℃,tag1
280,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602A温度 二甲基二氯硅烷,q0032p0278,0,60,0,5,55,60,重大危险源点位,,1054,205,,,℃,tag1
281,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602B温度 二甲基二硅烷,q0032p0279,0,60,0,5,55,60,重大危险源点位,,1280,205,,,℃,tag1
282,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603A温度 三甲基一氯硅烷,q0032p0280,0,60,0,5,55,60,重大危险源点位,,360,520,,,℃,tag1
283,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603B温度 三甲基一氯硅烷,q0032p0281,0,60,0,5,50,55,重大危险源点位,,575,520,,,℃,tag1
284,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603C温度 三甲基一氯硅烷,q0032p0282,0,60,0,5,50,55,重大危险源点位,,810,520,,,℃,tag1
285,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603D温度 三甲基一氯硅烷,q0032p0283,0,60,0,5,55,60,重大危险源点位,,1054,520,,,℃,tag1
286,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603E温度 三甲基一氯硅烷,q0032p0284,0,60,0,5,50,55,重大危险源点位,,1280,520,,,℃,tag1
287,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V600A压力 液氨,q0032p0285,0,1.6,0,0.2,1.2,1.4,重大危险源点位,,578,305,,,Mpa,tag1
288,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V600B压力 液氨备用,q0032p0286,0,1.1,0,0.2,0.8,0.9,重大危险源点位,,360,305,,,Mpa,tag1
289,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V601压力 一甲氨,q0032p0287,0,4,0,0.5,3,3.5,重大危险源点位,,810,335,,,Mpa,tag1
290,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602A压力 二甲基二氯硅烷,q0032p0288,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,1054,305,,,Mpa,tag1
291,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602B压力 二甲基二氯硅烷,q0032p0289,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,1280,305,,,Mpa,tag1
292,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603A压力 三甲基一氯硅烷,q0032p0290,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,360,570,,,Mpa,tag1
293,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603B压力 三甲基一氯硅烷,q0032p0291,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,575,620,,,Mpa,tag1
294,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603C压力 三甲基一氯硅烷,q0032p0292,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,810,620,,,Mpa,tag1
295,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603D压力 三甲基一氯硅烷,q0032p0293,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,1054,620,,,Mpa,tag1
296,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603E压力 三甲基一氯硅烷,q0032p0294,0,0.2,0,0.05,0.15,0.2,重大危险源点位,,1280,620,,,Mpa,tag1
297,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V600A液位 液氨,q0032p0263,-1,100,0,10,90,100,重大危险源点位,,578,255,,,%,tag1
298,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,液氨备用,q0032p0264,0,100,0,5,90,95,重大危险源点位,,360,255,,,%,tag1
299,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V601液位 一甲氨,q0032p0266,0,100,0,10,90,100,重大危险源点位,,810,285,,,%,tag1
300,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602A液位 二甲基二氯硅烷,q0032p0268,0,100,0,10,90,100,重大危险源点位,,1054,255,,,%,tag1
301,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V602B液位 二甲基二氯硅烷,q0032p0269,0,100,0,10,90,100,重大危险源点位,,1280,255,,,%,tag1
302,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603A液位 三甲基一氯硅烷,q0032p0270,0,100,0,50,80,90,重大危险源点位,,360,620,,,%,tag1
303,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603B液位 三甲基一氯硅烷,q0032p0271,0,100,0,10,90,100,重大危险源点位,,575,570,,,%,tag1
304,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603C液位 三甲基一氯硅烷,q0032p0272,0,100,0,10,90,100,重大危险源点位,,810,570,,,%,tag1
305,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603D液位 三甲基一氯硅烷,q0032p0273,0,100,0,10,90,100,重大危险源点位,,1054,570,,,%,tag1
306,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,V603E液位 三甲基一氯硅烷,q0032p0274,0,100,0,10,90,100,重大危险源点位,,1280,570,,,%,tag1
307,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas101,q0032p3001,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
308,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas102,q0032p3002,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
309,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas103,q0032p3003,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
310,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas104,q0032p3004,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
311,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas105,q0032p3005,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
312,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas106,q0032p3006,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
313,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas107,q0032p3007,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
314,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,,,氨气Fgas108,q0032p3008,0,100,0,0,25,50,有毒可燃气体点位,,,,,,ppm,tag1
315,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,氨气Fgas109,q0032p3009,0,100,0,25,50,90,有毒可燃气体点位,,,,,,ppm,tag1
316,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,氯乙烯Fgas110,q0032p3010,0,100,0,25,50,90,有毒可燃气体点位,,,,,,ppm,tag1
317,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,氯乙烯Fgas111,q0032p3011,0,100,0,25,50,90,有毒可燃气体点位,,,,,,ppm,tag1
318,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas113,q0032p3013,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
319,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas114,q0032p3014,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
320,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas115,q0032p3015,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,tag1
321,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,LI_801 四甲基硅氮成品,q0032p0022,0,100,0,10,90,100,重点化学品点位,,175,195,,,%,tag1
322,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,罐组2,q0032s0007,V601C液位 一甲氨,q0032p0267,0,60,0,2,50,60,工艺点位,,810,235,,,%,tag1
323,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas64,q0032p3016,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
324,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas65,q0032p3017,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
325,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas66,q0032p3018,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
326,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas67,q0032p3019,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
327,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas68,q0032p3020,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
328,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas69,q0032p3021,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
329,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas70,q0032p3022,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
330,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas71,q0032p3023,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
331,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas72,q0032p3024,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
332,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas73,q0032p3025,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
333,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,,,甲烷Fgas74,q0032p3026,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
334,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas75,q0032p3027,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
335,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas76,q0032p3028,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
336,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas77,q0032p3029,0,100,0,25,50,90,可燃气体点位,,,,,,&LEL,tag1
337,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas78,q0032p3030,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
338,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas79,q0032p3031,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
339,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas80,q0032p3032,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
340,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas81,q0032p3033,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
341,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas82,q0032p3034,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
342,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas83,q0032p3035,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
343,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组2,q0032b0014,危险品罐组2（一厂区）,q0032w0014,,,甲烷Fgas84,q0032p3036,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
344,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas85,q0032p3037,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
345,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas86,q0032p3038,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
346,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas87,q0032p3039,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
347,新亚强硅化学股份有限公司（一厂）,q0032,102车间（一厂区）,q0032b0012,102车间,q0032w0012,,,甲烷Fgas88,q0032p3040,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
348,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,甲烷Fgas89,q0032p3041,0,100,0,25,50,90,可燃气体点位,,,,,,%LEL,tag1
349,新亚强硅化学股份有限公司（一厂）,q0032,包装棚（一厂区）,q0032b0009,包装棚,q0032w0009,,,甲烷Fgas90,q0032p3042,0,100,0,0,25,50,可燃气体点位,,,,,,%LEL,tag1
