序号,企业名称,企业编号,建筑物名称,建筑物编号,车间名称,车间编号,工艺名称,工艺编号,采样点名称,采样点编号,最小值,最大值,低低设,低设,高设,高高设,类别,描述,x坐标,y坐标,高度,宽度,单位,测点
113,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-606B 硅氮半成品,q0032p0115,0,80,0,0,30,40,工艺点位,,852,535,,,℃,tag1
114,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-606C 硅氮半成品,q0032p0116,0,80,0,0,30,40,工艺点位,,989,535,,,℃,tag1
115,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-607A 三车间半成品,q0032p0117,0,80,0,0,30,40,工艺点位,,1124,535,,,℃,tag1
116,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-607B 三车间半成品,q0032p0118,0,80,0,0,30,40,工艺点位,,1262,550,,,℃,tag1
117,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-608A 二乙氧成品,q0032p0119,0,0,0,0,30,40,工艺点位,,1398,550,,,℃,tag1
118,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-608B 二乙氧成品,q0032p0120,0,80,0,0,30,40,工艺点位,,1530,550,,,℃,tag1
119,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-610A 硅醚成品,q0032p0121,0,80,0,0,30,40,工艺点位,,175,255,,,℃,tag1
120,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-610B 硅醚成品,q0032p0122,0,80,0,0,30,40,工艺点位,,305,255,,,℃,tag1
121,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-610C 硅醚成品,q0032p0123,0,80,0,0,30,40,工艺点位,,450,255,,,℃,tag1
122,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-612 二硅烷半成品,q0032p0124,0,80,0,0,30,40,工艺点位,,720,235,,,℃,tag1
123,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-613 预留,q0032p0125,0,0,0,0,30,40,工艺点位,,852,255,,,℃,tag1
124,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-615液碱,q0032p0126,0,80,0,0,30,40,工艺点位,,1124,255,,,℃,tag1
125,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-616 乙醇,q0032p0127,0,80,0,0,30,40,工艺点位,,1262,255,,,℃,tag1
126,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-617 二硅烷成品,q0032p0128,0,80,0,0,30,40,工艺点位,,1398,255,,,℃,tag1
127,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组3,q0032b0015,危险品罐组3（一厂区）,q0032w0015,罐组3,q0032s0008,TI-618 硅氮前馏,q0032p0129,0,0,0,0,30,40,工艺点位,,1530,255,,,℃,tag1
128,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-801 四甲基硅氮成品,q0032p0130,0,80,0,0,30,40,重点化学品点位,,175,145,,,℃,tag1
129,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-802 四甲基硅氮成品,q0032p0131,0,80,0,0,30,40,重点化学品点位,,308,145,,,℃,tag1
130,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-803 硅氮成品,q0032p0132,0,0,0,0,30,40,重点化学品点位,,445,145,,,℃,tag1
131,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804A 硅氮成品,q0032p0133,0,80,0,0,30,40,重点化学品点位,,1552,145,,,℃,tag1
132,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804B 硅氮成品,q0032p0134,0,80,0,0,30,40,重点化学品点位,,1410,145,,,℃,tag1
133,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804C 硅氮成品,q0032p0135,0,80,0,0,30,40,重点化学品点位,,1270,145,,,℃,tag1
134,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804D 硅氮成品,q0032p0136,0,80,0,0,30,40,重点化学品点位,,1132,145,,,℃,tag1
135,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804E 硅氮成品,q0032p0137,0,80,0,0,30,40,重点化学品点位,,1000,145,,,℃,tag1
136,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804F 硅氮成品,q0032p0138,0,80,0,0,30,40,重点化学品点位,,850,145,,,℃,tag1
137,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804G 硅氮成品,q0032p0139,0,80,0,0,30,40,重点化学品点位,,710,145,,,℃,tag1
138,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-804H 硅氮成品,q0032p0140,0,80,0,0,30,40,重点化学品点位,,580,145,,,℃,tag1
139,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-806B 硅氮前馏,q0032p0141,0,80,0,0,30,40,重点化学品点位,,580,500,,,℃,tag1
140,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-807 硅醚成品,q0032p0142,0,80,0,0,30,40,重点化学品点位,,712,500,,,℃,tag1
141,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-808A 七甲成品,q0032p0143,0,80,0,0,30,40,重点化学品点位,,1000,500,,,℃,tag1
142,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-808B 七甲成品,q0032p0144,0,80,0,0,30,40,重点化学品点位,,850,500,,,℃,tag1
143,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-809A 硅氮成品,q0032p0145,0,80,0,0,30,40,重点化学品点位,,1550,500,,,℃,tag1
144,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-809B 硅氮成品,q0032p0146,0,80,0,0,30,40,重点化学品点位,,1410,500,,,℃,tag1
145,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI_809C 硅氮成品,q0032p0147,0,80,0,0,30,40,重点化学品点位,,1272,500,,,℃,tag1
146,新亚强硅化学股份有限公司（一厂）,q0032,危险品罐组1,q0032b0013,危险品罐组1（一厂区）,q0032w0013,,,TI-809D 硅氮成品,q0032p0148,0,80,0,0,30,40,重点化学品点位,,1132,500,,,℃,tag1
147,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1201-1,q0032p0149,0,80,0,0,30,40,工艺点位,,112,500,,,℃,tag1
148,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1201-2,q0032p0150,0,80,0,0,30,40,工艺点位,,112,450,,,℃,tag1
149,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1202-1,q0032p0151,0,80,0,0,30,40,工艺点位,,265,500,,,℃,tag1
150,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1202-2,q0032p0152,0,80,0,0,30,40,工艺点位,,265,450,,,℃,tag1
151,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1203-1,q0032p0153,0,80,0,0,30,40,工艺点位,,418,500,,,℃,tag1
152,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1203-2,q0032p0154,0,80,0,0,30,40,工艺点位,,418,450,,,℃,tag1
153,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1204-1,q0032p0155,0,80,0,0,30,40,工艺点位,,567,500,,,℃,tag1
154,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1204-2,q0032p0156,0,80,0,0,30,40,工艺点位,,567,450,,,℃,tag1
155,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1205-1,q0032p0157,0,80,0,0,30,40,工艺点位,,720,500,,,℃,tag1
156,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1205-2,q0032p0158,0,80,0,0,30,40,工艺点位,,720,450,,,℃,tag1
157,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1206-1,q0032p0159,0,80,0,0,30,40,工艺点位,,870,500,,,℃,tag1
158,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1206-2,q0032p0160,0,80,0,0,30,40,工艺点位,,870,450,,,℃,tag1
159,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1207-1,q0032p0161,0,80,0,0,30,40,工艺点位,,1018,500,,,℃,tag1
160,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1207-2,q0032p0162,0,80,0,0,30,40,工艺点位,,1018,450,,,℃,tag1
161,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1208-1,q0032p0163,0,80,0,0,30,40,工艺点位,,112,350,,,℃,tag1
162,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1208-2,q0032p0164,0,80,0,0,30,40,工艺点位,,112,300,,,℃,tag1
163,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1209-1,q0032p0165,0,80,0,0,30,40,工艺点位,,265,350,,,℃,tag1
164,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1209-2,q0032p0166,0,80,0,0,30,40,工艺点位,,265,300,,,℃,tag1
165,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1210-1,q0032p0167,0,80,0,0,30,40,工艺点位,,418,350,,,℃,tag1
166,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1210-2,q0032p0168,0,80,0,0,30,40,工艺点位,,418,300,,,℃,tag1
167,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1211-1,q0032p0169,0,80,0,0,30,40,工艺点位,,567,350,,,℃,tag1
168,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1211-2,q0032p0170,0,80,0,0,30,40,工艺点位,,567,300,,,℃,tag1
169,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1212-1,q0032p0171,0,80,0,0,30,40,工艺点位,,720,350,,,℃,tag1
170,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1212-2,q0032p0172,0,80,0,0,30,40,工艺点位,,720,300,,,℃,tag1
171,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1213-1,q0032p0173,0,80,0,0,30,40,工艺点位,,870,350,,,℃,tag1
172,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1213-2,q0032p0174,0,80,0,0,30,40,工艺点位,,870,300,,,℃,tag1
173,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1214-1,q0032p0175,0,80,0,0,30,40,工艺点位,,1018,350,,,℃,tag1
174,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1214-2,q0032p0176,0,80,0,0,30,40,工艺点位,,1018,300,,,℃,tag1
175,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1215-1,q0032p0177,0,80,0,0,30,40,工艺点位,,112,205,,,℃,tag1
176,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1215-2,q0032p0178,0,80,0,0,30,40,工艺点位,,112,155,,,℃,tag1
177,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1216-1,q0032p0179,0,80,0,0,30,40,工艺点位,,265,205,,,℃,tag1
178,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1216-2,q0032p0180,0,80,0,0,30,40,工艺点位,,265,155,,,℃,tag1
179,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1217-1,q0032p0181,0,80,0,0,30,40,工艺点位,,418,205,,,℃,tag1
180,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1217-2,q0032p0182,0,80,0,0,30,40,工艺点位,,418,155,,,℃,tag1
181,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1218-1,q0032p0183,0,80,0,0,30,40,工艺点位,,567,205,,,℃,tag1
182,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1218-2,q0032p0184,0,80,0,0,30,40,工艺点位,,567,155,,,℃,tag1
183,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1219-1,q0032p0185,0,80,0,0,30,40,工艺点位,,720,205,,,℃,tag1
184,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1219-2,q0032p0186,0,80,0,0,30,40,工艺点位,,720,155,,,℃,tag1
185,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1220-1,q0032p0187,0,80,0,0,30,40,工艺点位,,870,205,,,℃,tag1
186,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1220-2,q0032p0188,0,80,0,0,30,40,工艺点位,,870,155,,,℃,tag1
187,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1221-1,q0032p0189,0,80,0,0,30,40,工艺点位,,1018,205,,,℃,tag1
188,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1221-2,q0032p0190,0,80,0,0,30,40,工艺点位,,1018,155,,,℃,tag1
189,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1222-1,q0032p0191,0,80,0,0,30,40,工艺点位,,112,60,,,℃,tag1
190,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1222-2,q0032p0192,0,80,0,0,30,40,工艺点位,,112,12,,,℃,tag1
191,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1223-1,q0032p0193,0,80,0,0,30,40,工艺点位,,265,60,,,℃,tag1
192,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1223-2,q0032p0194,0,80,0,0,30,40,工艺点位,,265,12,,,℃,tag1
193,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1224-1,q0032p0195,0,80,0,0,30,40,工艺点位,,418,60,,,℃,tag1
194,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1224-2,q0032p0196,0,80,0,0,30,40,工艺点位,,418,12,,,℃,tag1
195,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1225-1,q0032p0197,0,80,0,0,30,40,工艺点位,,590,60,,,℃,tag1
196,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1225-2,q0032p0198,0,80,0,0,30,40,工艺点位,,590,12,,,℃,tag1
197,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1226-1,q0032p0199,0,80,0,0,30,40,工艺点位,,720,60,,,℃,tag1
198,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1226-2,q0032p0200,0,80,0,0,30,40,工艺点位,,720,12,,,℃,tag1
199,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1227-1,q0032p0201,0,80,0,0,30,40,工艺点位,,870,60,,,℃,tag1
200,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1227-2,q0032p0202,0,80,0,0,30,40,工艺点位,,870,12,,,℃,tag1
201,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1228-1,q0032p0203,0,80,0,0,30,40,工艺点位,,1018,60,,,℃,tag1
202,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成A,q0032s0004,ATZT-1228-2,q0032p0204,0,80,0,0,30,40,工艺点位,,1018,12,,,℃,tag1
203,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1401-1,q0032p0205,0,80,0,0,30,40,工艺点位,,112,500,,,℃,tag1
204,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1401-2,q0032p0206,0,80,0,0,30,40,工艺点位,,112,450,,,℃,tag1
205,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1402-1,q0032p0207,0,80,0,0,30,40,工艺点位,,265,500,,,℃,tag1
206,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1402-2,q0032p0208,0,80,0,0,30,40,工艺点位,,265,450,,,℃,tag1
207,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1403-1,q0032p0209,0,80,0,0,30,40,工艺点位,,418,500,,,℃,tag1
208,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1403-2,q0032p0210,0,80,0,0,30,40,工艺点位,,418,450,,,℃,tag1
209,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1404-1,q0032p0211,0,80,0,0,30,40,工艺点位,,567,500,,,℃,tag1
210,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1404-2,q0032p0212,0,80,0,0,30,40,工艺点位,,567,450,,,℃,tag1
211,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1405-1,q0032p0213,0,80,0,0,30,40,工艺点位,,720,500,,,℃,tag1
212,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1405-2,q0032p0214,0,80,0,0,30,40,工艺点位,,720,450,,,℃,tag1
213,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1406-1,q0032p0215,0,80,0,0,30,40,工艺点位,,870,500,,,℃,tag1
214,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1406-2,q0032p0216,0,80,0,0,30,40,工艺点位,,870,450,,,℃,tag1
215,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1407-1,q0032p0217,0,80,0,0,30,40,工艺点位,,1018,500,,,℃,tag1
216,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1407-2,q0032p0218,0,80,0,0,30,40,工艺点位,,1018,450,,,℃,tag1
217,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1408-1,q0032p0219,0,80,0,0,30,40,工艺点位,,112,350,,,℃,tag1
218,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1408-2,q0032p0220,0,80,0,0,30,40,工艺点位,,112,300,,,℃,tag1
219,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1409-1,q0032p0221,0,80,0,0,30,40,工艺点位,,265,350,,,℃,tag1
220,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1409-2,q0032p0222,0,80,0,0,30,40,工艺点位,,265,300,,,℃,tag1
221,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1410-1,q0032p0223,0,80,0,0,30,40,工艺点位,,418,350,,,℃,tag1
222,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1410-2,q0032p0224,0,80,0,0,30,40,工艺点位,,418,300,,,℃,tag1
223,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1411-2,q0032p0225,0,80,0,0,30,40,工艺点位,,567,300,,,℃,tag1
224,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1411-1,q0032p0226,0,80,0,0,30,40,工艺点位,,567,350,,,℃,tag1
225,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1412-1,q0032p0227,0,80,0,0,30,40,工艺点位,,720,350,,,℃,tag1
226,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1412-2,q0032p0228,0,80,0,0,30,40,工艺点位,,720,300,,,℃,tag1
227,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1413-1,q0032p0229,0,80,0,0,30,40,工艺点位,,870,350,,,℃,tag1
228,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1413-2,q0032p0230,0,80,0,0,30,40,工艺点位,,870,300,,,℃,tag1
229,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1414-1,q0032p0231,0,80,0,0,30,40,工艺点位,,1018,350,,,℃,tag1
230,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1414-2,q0032p0232,0,80,0,0,30,40,工艺点位,,1018,300,,,℃,tag1
231,新亚强硅化学股份有限公司（一厂）,q0032,101车间（一厂区）,q0032b0011,101车间,q0032w0011,合成B,q0032s0005,BTZT-1415-1,q0032p0233,0,80,0,0,30,40,工艺点位,,112,205,,,℃,tag1
